age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
Young-adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,Full-time,<=50K
Mid-adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,Full-time,>50K
Middle-age,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,Black,Male,Full-time,<=50K
Young-adult,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,Middle,<=50K
Middle-age,Private,Middle,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Other-service,Partner,White,Male,Middle,<=50K
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Part-time,>50K
Middle-age,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,Amer-Indian-Eskimo,Female,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Senior,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Part-time,>50K
Mid-adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Partner,White,Male,Insanity,<=50K
Young-adult,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Divorced,Tech-support,Unmarried,White,Male,Full-time,<=50K
Senior,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Senior,Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS,Divorced,Sales,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,Elementary,Separated,Other-service,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Middle,>50K
Mid-adult,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,Full-time,<=50K
Young-adult,Private,HS,Never-married,Craft-repair,Other-relative,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Middle,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Part-time,<=50K
Middle-age,Private,Middle,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,White,Female,Middle,<=50K
Young-adult,Private,Elementary,Married-civ-spouse,Machine-op-inspct,Partner,Other,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Middle-age,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
Middle-age,Private,Bachelors,Widowed,Other-service,Unmarried,White,Female,Part-time,<=50K
Middle-age,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Middle,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Tech-support,Partner,Black,Male,Full-time,>50K
Young-adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,>50K
Young-adult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,HS,Never-married,Other-service,Own-child,White,Male,Part-time,<=50K
Middle-age,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Widowed,Tech-support,Not-in-family,White,Female,Part-time,<=50K
Young-adult,Private,Bachelors,Married-civ-spouse,Tech-support,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Mid-adult,Private,HS,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Mid-adult,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Divorced,Other-service,Other-relative,White,Female,Full-time,<=50K
Middle-age,Private,HS,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Mid-adult,State-gov,Some-college,Never-married,Farming-fishing,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Self-emp-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS,Married-civ-spouse,Other-service,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Full-time,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Insanity,>50K
Young-adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Insanity,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,Middle,<=50K
Mid-adult,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Middle,<=50K
Middle-age,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Masters,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Part-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,Middle,<=50K
Young-adult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,Part-time,<=50K
Young-adult,Private,HS,Never-married,Transport-moving,Other-relative,White,Male,Full-time,<=50K
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Middle-age,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,Full-time,<=50K
Young-adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Divorced,Sales,Own-child,Black,Female,Full-time,<=50K
Senior,Private,HS,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Self-emp-inc,Bachelors,Divorced,Farming-fishing,Unmarried,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,Middle,<=50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Some-college,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,>50K
Young-adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS,Married-civ-spouse,Other-service,Partner,Black,Female,Middle,>50K
Mid-adult,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,<=50K
Young-adult,Self-emp-not-inc,Assoc-voc,Never-married,Prof-specialty,Other-relative,White,Male,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,Full-time,<=50K
Young-adult,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,Part-time,<=50K
Middle-age,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Partner,Amer-Indian-Eskimo,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Other-service,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Young-adult,Federal-gov,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,Part-time,<=50K
Young-adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Middle,<=50K
Mid-adult,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,Middle,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Middle,Never-married,Machine-op-inspct,Unmarried,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Other-service,Partner,Asian-Pac-Islander,Male,Insanity,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Sales,Partner,Black,Female,Full-time,<=50K
Mid-adult,Private,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Self-emp-inc,Elementary,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Senior,Private,Bachelors,Divorced,Exec-managerial,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Young-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Middle-age,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Insanity,>50K
Young-adult,Private,Elementary,Never-married,Priv-house-serv,Not-in-family,White,Female,Full-time,<=50K
Senior,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Young-adult,Private,HS,Never-married,Other-service,Unmarried,White,Male,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,Full-time,<=50K
Mid-adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,HS,Divorced,Farming-fishing,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,Part-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,Black,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Middle,Widowed,Other-service,Unmarried,White,Male,Middle,<=50K
Young-adult,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Female,Middle,<=50K
Mid-adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Middle,<=50K
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,State-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Middle,<=50K
Mid-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,Full-time,<=50K
Young-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Female,Full-time,>50K
Senior,Private,HS,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS,Divorced,Transport-moving,Other-relative,Black,Male,Middle,<=50K
Mid-adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Middle,>50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Young-adult,Private,Middle,Never-married,Other-service,Own-child,White,Male,Middle,<=50K
Middle-age,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,Middle,<=50K
Middle-age,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,Part-time,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Insanity,>50K
Mid-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Middle,<=50K
Mid-adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,Black,Male,Full-time,<=50K
Middle-age,Self-emp-inc,Some-college,Separated,Sales,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Female,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,Full-time,>50K
Young-adult,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,Asian-Pac-Islander,Male,Part-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS,Never-married,Other-service,Other-relative,White,Male,Middle,<=50K
Young-adult,Private,Bachelors,Married-civ-spouse,Tech-support,Partner,White,Male,Middle,<=50K
Middle-age,Private,HS-grad,Divorced,Sales,Own-child,White,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,Full-time,<=50K
Senior,Private,Middle,Widowed,Protective-serv,Not-in-family,White,Male,Middle,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,Part-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Divorced,Adm-clerical,Own-child,White,Female,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Young-adult,Private,Some-college,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Other-service,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Mid-adult,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,Full-time,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,State-gov,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Part-time,<=50K
Young-adult,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,Part-time,<=50K
Mid-adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Partner,White,Male,Insanity,>50K
Child,Private,HS,Never-married,Other-service,Other-relative,White,Female,Part-time,<=50K
Middle-age,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,Black,Female,Full-time,>50K
Middle-age,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Middle,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Full-time,<=50K
Senior,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,Middle,<=50K
Young-adult,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Partner,White,Male,Middle,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,Middle,<=50K
Middle-age,State-gov,HS,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Separated,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Middle-age,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Middle,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Middle-age,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,Full-time,<=50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Female,Insanity,>50K
Middle-age,Private,Bachelors,Never-married,Other-service,Own-child,Black,Female,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,Insanity,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,Middle,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Middle-age,State-gov,Masters,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,>50K
Young-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Insanity,>50K
Senior,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Middle,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,Black,Female,Full-time,<=50K
Middle-age,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Young-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Middle,<=50K
Middle-age,Private,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,Middle,<=50K
